Confirmation Number,Order Number,Trade Date,Buy/ Sell,Security,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Confirmation Status
22069695,Unk-22069695,31/10/2006,S,BHP,350,27.280000,29.950000,9518.050000,03/11/2006,Confirmed
22068201,Unk-22068201,31/10/2006,B,MOX,6200,1.605000,29.950000,9980.950000,03/11/2006,Confirmed
22068158,Unk-22068158,31/10/2006,B,GDNO,11500,.865000,29.950000,9977.450000,03/11/2006,Confirmed
22063944,Unk-22063944,31/10/2006,B,GDNO,10500,.920000,29.950000,9689.950000,03/11/2006,Confirmed
22062046,Unk-22062046,31/10/2006,B,APG,150000,.066000,29.950000,9929.950000,03/11/2006,Confirmed
22052503,Unk-22052503,31/10/2006,S,MOX,8000,1.750000,43.400000,13956.600000,03/11/2006,Confirmed
22016158,Unk-22016158,27/10/2006,S,OXR,2900,3.290000,29.950000,9511.050000,01/11/2006,Confirmed
22010025,Unk-22010025,27/10/2006,B,GDN,13000,.836923,33.730000,10913.730000,01/11/2006,Confirmed
22003479,Unk-22003479,26/10/2006,B,CBH,14000,.690000,29.950000,9689.950000,31/10/2006,Confirmed
22003404,Unk-22003404,26/10/2006,S,BHP,650,28.120000,56.660000,18221.340000,31/10/2006,Confirmed
22000115,Unk-22000115,26/10/2006,B,OXR,2900,3.410000,29.950000,9918.950000,31/10/2006,Confirmed
21981743,Unk-21981743,25/10/2006,S,CBH,13500,.670000,29.950000,9015.050000,30/10/2006,Confirmed
21968327,Unk-21968327,25/10/2006,S,ZFX,700,13.830000,29.950000,9651.050000,30/10/2006,Confirmed
21966397,Unk-21966397,25/10/2006,S,GDN,18000,.555000,29.950000,9960.050000,30/10/2006,Confirmed
21928309,Unk-21928309,23/10/2006,B,CBH,16500,.600000,29.950000,9929.950000,26/10/2006,Confirmed
21926941,Unk-21926941,23/10/2006,B,AOEO,37000,.265000,29.950000,9834.950000,26/10/2006,Confirmed
21922321,Unk-21922321,23/10/2006,B,AUZ,100000,.091000,29.950000,9129.950000,26/10/2006,Confirmed
21919234,Unk-21919234,20/10/2006,S,AUZ,133000,.086000,35.450000,11402.550000,25/10/2006,Confirmed
21899802,Unk-21899802,19/10/2006,S,AOEO,45000,.240000,33.470000,10766.530000,24/10/2006,Confirmed
21873697,Unk-21873697,18/10/2006,B,AOEO,45000,.215000,29.950000,9704.950000,23/10/2006,Confirmed
21867977,Unk-21867977,18/10/2006,B,AUZ,133000,.075000,29.950000,10004.950000,23/10/2006,Confirmed
21866790,Unk-21866790,18/10/2006,S,OXR,2900,3.280000,29.950000,9482.050000,23/10/2006,Confirmed
21844555,Unk-21844555,17/10/2006,B,OXR,2900,3.340000,29.950000,9715.950000,20/10/2006,Confirmed
21840296,Unk-21840296,16/10/2006,S,AOEO,16844,.190000,29.950000,3170.410000,19/10/2006,Confirmed
21840290,Unk-21840290,16/10/2006,B,AOEO,16844,.185000,29.950000,3146.090000,19/10/2006,Confirmed
21837424,Unk-21837424,16/10/2006,S,CBH,19800,.525000,32.220000,10362.780000,19/10/2006,Confirmed
21820531,Unk-21820531,13/10/2006,S,CDU,2500,3.850000,29.950000,9595.050000,18/10/2006,Confirmed
21820501,Unk-21820501,13/10/2006,B,CBH,19800,.500000,29.950000,9929.950000,18/10/2006,Confirmed
21808230,Unk-21808230,13/10/2006,B,CDU,2500,3.900000,29.950000,9779.950000,18/10/2006,Confirmed
21807284,Unk-21807284,13/10/2006,B,MOX,8000,1.215000,29.950000,9749.950000,18/10/2006,Confirmed
21801922,Unk-21801922,12/10/2006,S,PMH,20000,.475000,29.950000,9470.050000,17/10/2006,Confirmed
21791077,Unk-21791077,12/10/2006,B,PMH,20000,.475000,29.950000,9529.950000,17/10/2006,Confirmed
21782791,Unk-21782791,11/10/2006,S,CDU,2500,3.800000,29.950000,9470.050000,16/10/2006,Confirmed
21782596,Unk-21782596,11/10/2006,S,MOX,8000,1.210000,29.950000,9650.050000,16/10/2006,Confirmed
21773786,Unk-21773786,11/10/2006,S,RBY,300000,.029000,29.950000,8670.050000,16/10/2006,Confirmed
21768906,Unk-21768906,11/10/2006,S,NCM,450,21.960000,29.950000,9852.050000,16/10/2006,Confirmed
21767327,Unk-21767327,11/10/2006,B,RBY,300000,.031000,29.950000,9329.950000,16/10/2006,Confirmed
21767179,Unk-21767179,11/10/2006,B,MOX,8000,1.240000,29.950000,9949.950000,16/10/2006,Confirmed
21766656,Unk-21766656,11/10/2006,B,CDU,2500,3.950000,29.950000,9904.950000,16/10/2006,Confirmed
21763736,Unk-21763736,10/10/2006,S,AGS,10000,.940000,29.950000,9370.050000,13/10/2006,Confirmed
21760715,Unk-21760715,10/10/2006,S,MOX,12500,.875000,33.900000,10903.600000,13/10/2006,Confirmed
21758513,Unk-21758513,10/10/2006,B,MOX,12500,.790000,29.950000,9904.950000,13/10/2006,Confirmed
21747144,Unk-21747144,09/10/2006,B,AGS,10000,.920000,29.950000,9229.950000,12/10/2006,Confirmed
21746330,Unk-21746330,09/10/2006,S,CDU,2700,3.930000,32.890000,10578.110000,12/10/2006,Confirmed
21737985,Unk-21737985,09/10/2006,B,CDU,2700,3.670000,29.950000,9938.950000,12/10/2006,Confirmed
21737106,Unk-21737106,09/10/2006,S,AUZ,200000,.049000,29.950000,9770.050000,12/10/2006,Confirmed
21734470,Unk-21734470,09/10/2006,B,GDN,30000,.325000,29.950000,9779.950000,12/10/2006,Confirmed
21734266,Unk-21734266,09/10/2006,B,AUZ,200000,.048000,29.950000,9629.950000,12/10/2006,Confirmed
21721694,Unk-21721694,06/10/2006,S,PMH,24000,.475000,35.340000,11364.660000,11/10/2006,Confirmed
21721310,Unk-21721310,06/10/2006,S,GDN,28000,.345000,29.950000,9630.050000,11/10/2006,Confirmed
21720685,Unk-21720685,06/10/2006,B,ZFX,800,12.050000,29.950000,9669.950000,11/10/2006,Confirmed
21708954,Unk-21708954,05/10/2006,B,PMH,24000,.415000,29.950000,9989.950000,10/10/2006,Confirmed
21708496,Unk-21708496,05/10/2006,S,PMH,22500,.445000,31.040000,9981.460000,10/10/2006,Confirmed
21708103,Unk-21708103,05/10/2006,B,PMH,22500,.444333,29.950000,10027.450000,10/10/2006,Confirmed
21694156,Unk-21694156,04/10/2006,S,ABS,1500,6.340000,29.950000,9480.050000,09/10/2006,Confirmed
21693042,Unk-21693042,04/10/2006,B,NCM,450,21.150000,29.950000,9547.450000,09/10/2006,Confirmed
21687917,Unk-21687917,04/10/2006,S,BEC,15800,.620000,29.950000,9766.050000,09/10/2006,Confirmed
21682984,Unk-21682984,04/10/2006,S,ZFX,800,11.950000,29.950000,9530.050000,09/10/2006,Confirmed
21681145,Unk-21681145,04/10/2006,B,ABS,1500,6.280000,29.950000,9449.950000,09/10/2006,Confirmed
21677039,Unk-21677039,03/10/2006,B,ZFX,800,12.110000,29.950000,9717.950000,06/10/2006,Confirmed
21671642,Unk-21671642,03/10/2006,S,MST,55000,.150000,29.950000,8220.050000,06/10/2006,Confirmed
21669682,Unk-21669682,03/10/2006,S,ZFX,900,12.080000,33.700000,10838.300000,06/10/2006,Confirmed
21668137,Unk-21668137,03/10/2006,B,MST,55000,.165000,29.950000,9104.950000,06/10/2006,Confirmed
21651024,Unk-21651024,29/09/2006,B,GDN,28000,.285000,29.950000,8009.950000,05/10/2006,Confirmed
21550377,Unk-21550377,20/09/2006,S,CUE,40000,.135000,29.950000,5370.050000,25/09/2006,Confirmed
21550326,Unk-21550326,20/09/2006,B,BEC,15800,.628714,29.950000,9963.630000,25/09/2006,Confirmed
21543717,Unk-21543717,20/09/2006,B,ZFX,900,11.020000,29.950000,9947.950000,25/09/2006,Confirmed
21539392,Unk-21539392,20/09/2006,S,RIN,750,12.600000,29.950000,9420.050000,25/09/2006,Confirmed
21504822,Unk-21504822,15/09/2006,B,RIN,750,12.920000,29.950000,9719.950000,20/09/2006,Confirmed
21504094,Unk-21504094,15/09/2006,S,ABS,1200,6.170000,29.950000,7374.050000,20/09/2006,Confirmed
21484451,Unk-21484451,14/09/2006,S,PRY,450,11.700000,29.950000,5235.050000,19/09/2006,Confirmed
21474384,Unk-21474384,13/09/2006,B,ABS,1200,5.930000,29.950000,7145.950000,18/09/2006,Confirmed
21462082,Unk-21462082,12/09/2006,B,PRY,450,11.860000,29.950000,5366.950000,15/09/2006,Confirmed
21405086,Unk-21405086,08/09/2006,S,RIM,180000,.062000,34.600000,11125.400000,13/09/2006,Confirmed
21404137,Unk-21404137,08/09/2006,B,RIM,180000,.056000,31.250000,10111.250000,13/09/2006,Confirmed
21390334,Unk-21390334,07/09/2006,S,AGS,11500,.895000,31.900000,10260.600000,12/09/2006,Confirmed
21388818,Unk-21388818,07/09/2006,B,AGS,11500,.850000,29.950000,9804.950000,12/09/2006,Confirmed
21381241,Unk-21381241,06/09/2006,S,NCM,500,21.720000,33.660000,10826.340000,11/09/2006,Confirmed
21304661,Unk-21304661,30/08/2006,B,CUE,40000,.155000,29.950000,6229.950000,04/09/2006,Confirmed
21273866,Unk-21273866,28/08/2006,S,ZFX,600,11.820000,29.950000,7062.050000,31/08/2006,Confirmed
21247603,Unk-21247603,25/08/2006,B,ZFX,600,11.210000,29.950000,6755.950000,30/08/2006,Confirmed
21203649,Unk-21203649,22/08/2006,S,WPL,100,43.700000,29.950000,4340.050000,25/08/2006,Confirmed
21135310,Unk-21135310,16/08/2006,B,NCM,500,19.870000,29.950000,9964.950000,21/08/2006,Confirmed
21114556,Unk-21114556,14/08/2006,B,WPL,100,41.490000,29.950000,4178.950000,17/08/2006,Confirmed
21090572,Unk-21090572,11/08/2006,S,NCM,600,20.010000,37.210000,11968.790000,16/08/2006,Confirmed
20830539,Unk-20830539,18/07/2006,B,NCM,600,19.110000,35.540000,11501.540000,21/07/2006,Confirmed
20476809,Unk-20476809,19/06/2006,B,BHP,1000,27.090000,83.970000,27173.970000,22/06/2006,Confirmed
