Confirmation Number,Order Number,Trade Date,Buy/ Sell,Security,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Confirmation Status
25588561,N27487938,14/06/2007,S,WMT,31000,0.275,29.95,8495.05,19/06/2007,Confirmed
25577619,N27303757,14/06/2007,S,DYL,34600,0.575,61.67,19833.33,19/06/2007,Confirmed
25535323,N27415583,12/06/2007,B,AGS,5350,1.868,29.95,10026.37,15/06/2007,Confirmed
25535864,N27357206,12/06/2007,S,RMI,168000,0.059,29.95,9957.05,15/06/2007,Confirmed
25536583,N27425687,12/06/2007,B,GDNO,110000,0.092,31.25,10111.25,15/06/2007,Confirmed
25543853,N27437198,12/06/2007,S,AGS,5350,1.89,31.34,10078.41,15/06/2007,Confirmed
25536580,N27429932,12/06/2007,B,GTE,27000,0.368,29.95,9969.76,15/06/2007,Confirmed
25502290,N27383649,8/06/2007,B,DYL,18000,0.555,29.95,10019.95,14/06/2007,Confirmed
25505092,N27295488,8/06/2007,S,GSE,86500,0.12,32.18,10347.82,14/06/2007,Confirmed
25481311,N27350572,7/06/2007,B,WMT,33000,0.3,29.95,9929.95,13/06/2007,Confirmed
25481797,N27321764,7/06/2007,S,WMT,33000,0.3,29.95,9870.05,13/06/2007,Confirmed
25476402,N27340658,7/06/2007,B,RMI,178000,0.056,29.95,9997.95,13/06/2007,Confirmed
25467141,N27317823,7/06/2007,B,APG,71000,0.14,29.95,9969.95,13/06/2007,Confirmed
25459953,N27178831,6/06/2007,S,RMG,212895,0.031,1.1,6598.65,12/06/2007,Confirmed
25445821,N27320938,6/06/2007,B,WMT,31000,0.32,29.95,9949.95,12/06/2007,Confirmed
25418147,N27288565,5/06/2007,S,DYL,16500,0.59,29.95,9705.05,8/06/2007,Confirmed
25423741,N27295343,5/06/2007,B,GSE,86500,0.115,29.95,9977.45,8/06/2007,Confirmed
25421722,N27291468,5/06/2007,B,WMT,33000,0.3,29.95,9929.95,8/06/2007,Confirmed
25439856,N27178831,5/06/2007,S,RMG,122105,0.028,29.95,3388.99,8/06/2007,Confirmed
25434842,N27308225,5/06/2007,S,WMT,33000,0.3,29.95,9870.05,8/06/2007,Confirmed
25418748,N27227204,5/06/2007,S,WMT,33000,0.31,31.71,10198.29,8/06/2007,Confirmed
25437726,N27289541,5/06/2007,S,APG,74000,0.13,29.95,9590.05,8/06/2007,Confirmed
25419564,N27289834,5/06/2007,B,DYL,16600,0.6,29.95,9989.95,8/06/2007,Confirmed
25405870,N27264129,4/06/2007,S,GSE,83000,0.12,29.95,9930.05,7/06/2007,Confirmed
25400302,N27268445,4/06/2007,S,JMS,50000,0.19,29.95,9470.05,7/06/2007,Confirmed
25387875,N27253858,4/06/2007,B,JMS,50000,0.195,29.95,9779.95,7/06/2007,Confirmed
25396704,N27263688,4/06/2007,B,GSE,83000,0.12,29.95,9989.95,7/06/2007,Confirmed
25409214,N27277650,4/06/2007,B,DYL,16500,0.605,29.95,10012.45,7/06/2007,Confirmed
25394442,N27206700,4/06/2007,S,RMI,175000,0.057,29.95,9945.05,7/06/2007,Confirmed
25395498,N26913566,4/06/2007,S,RMI,170000,0.06,31.61,10168.39,7/06/2007,Confirmed
25366398,N27143611,1/06/2007,S,INL,57000,0.175,29.95,9945.05,6/06/2007,Confirmed
25367465,N27226342,1/06/2007,B,WMT,33000,0.3,29.95,9929.95,6/06/2007,Confirmed
25368474,N27207216,1/06/2007,B,APG,74000,0.135,29.95,10019.95,6/06/2007,Confirmed
25349220,N27194820,31/05/2007,S,DYL,19000,0.535,31.5,10133.5,5/06/2007,Confirmed
25343668,N27194494,31/05/2007,S,WMT,36000,0.285,31.8,10228.2,5/06/2007,Confirmed
25333271,N27178347,30/05/2007,S,WMT,35000,0.275,29.95,9595.05,4/06/2007,Confirmed
25337371,N27189392,30/05/2007,B,WMT,36000,0.28,31.25,10111.25,4/06/2007,Confirmed
25325473,N27176948,30/05/2007,B,WMT,35000,0.285,29.95,10004.95,4/06/2007,Confirmed
25323733,N27175814,30/05/2007,S,JMS,54000,0.185,29.95,9960.05,4/06/2007,Confirmed
25335956,N27086914,30/05/2007,B,DYL,19000,0.525,29.95,10004.95,4/06/2007,Confirmed
25333693,N27150893,30/05/2007,B,RMI,104554,0.055,0,5750.47,4/06/2007,Confirmed
25325987,N27085808,30/05/2007,B,RMG,370000,0.027,29.95,10019.95,4/06/2007,Confirmed
25292136,N27132053,29/05/2007,S,AEX,200000,0.049,29.95,9770.05,1/06/2007,Confirmed
25293208,N27139913,29/05/2007,S,BLR,35000,0.275,29.95,9595.05,1/06/2007,Confirmed
25296379,N27132501,29/05/2007,S,WMT,32000,0.295,29.95,9410.05,1/06/2007,Confirmed
25308881,N27158323,29/05/2007,B,BLR,40000,0.245,29.95,9829.95,1/06/2007,Confirmed
25297701,N27143737,29/05/2007,S,BLR,38000,0.265,31.22,10038.78,1/06/2007,Confirmed
25296012,N27143442,29/05/2007,B,BLR,38000,0.26,29.95,9909.95,1/06/2007,Confirmed
25294944,N27084078,29/05/2007,B,INL,57000,0.175,29.95,10004.95,1/06/2007,Confirmed
25304936,N27153975,29/05/2007,B,BLR,38000,0.26,29.95,9909.95,1/06/2007,Confirmed
25301526,N27089109,29/05/2007,B,JMS,54000,0.185,29.95,10019.95,1/06/2007,Confirmed
25313135,N27150893,29/05/2007,B,RMI,75446,0.055,29.95,4179.48,1/06/2007,Confirmed
25292186,N27140163,29/05/2007,S,APG,74000,0.135,29.95,9960.05,1/06/2007,Confirmed
25276521,N27120799,28/05/2007,B,WGP,55000,0.18,29.95,9929.95,31/05/2007,Confirmed
25279933,N27124314,28/05/2007,B,APG,74000,0.135,29.95,10019.95,31/05/2007,Confirmed
25285767,N27083382,28/05/2007,B,RMI,170000,0.058,29.95,9889.95,31/05/2007,Confirmed
25275609,N26941029,28/05/2007,S,APG,71000,0.135,29.95,9555.05,31/05/2007,Confirmed
25276802,N27120296,28/05/2007,S,AEX,215000,0.049,32.66,10502.34,31/05/2007,Confirmed
25285776,N27122933,28/05/2007,B,WMT,32000,0.31,29.95,9949.95,31/05/2007,Confirmed
25288971,N27134601,28/05/2007,B,BLR,35000,0.28,29.95,9829.95,31/05/2007,Confirmed
25278941,N27123195,28/05/2007,B,AEX,200000,0.049,29.95,9829.95,31/05/2007,Confirmed
25285069,N27121981,28/05/2007,S,BLR,35000,0.285,29.95,9945.05,31/05/2007,Confirmed
25276912,N27121287,28/05/2007,S,WMT,32000,0.315,31.25,10048.75,31/05/2007,Confirmed
25242652,N27079727,25/05/2007,B,BLR,35000,0.28,29.95,9829.95,30/05/2007,Confirmed
25250626,N27086480,25/05/2007,B,AEX,215000,0.046,29.95,9919.95,30/05/2007,Confirmed
25247841,N27085397,25/05/2007,B,WMT,32000,0.31,29.95,9949.95,30/05/2007,Confirmed
25249336,N27084985,25/05/2007,B,APG,71000,0.14,29.95,9969.95,30/05/2007,Confirmed
25222720,N27039723,24/05/2007,S,RMG,315000,0.032,31.25,10048.75,29/05/2007,Confirmed
25215781,N27050575,24/05/2007,S,WGP,50000,0.185,29.95,9220.05,29/05/2007,Confirmed
25228985,N27063053,24/05/2007,S,JMS,50000,0.205,31.77,10218.23,29/05/2007,Confirmed
25229473,N27059599,24/05/2007,S,INL,54000,0.18,29.95,9690.05,29/05/2007,Confirmed
25223728,N27059507,24/05/2007,B,INL,54000,0.185,29.95,10019.95,29/05/2007,Confirmed
25226699,N26923689,24/05/2007,B,JMS,49281,0.195,0,9609.8,29/05/2007,Confirmed
25215066,N27049785,24/05/2007,B,WGP,50000,0.195,29.95,9779.95,29/05/2007,Confirmed
25222568,N26877713,24/05/2007,S,WMT,31000,0.3,29.95,9270.05,29/05/2007,Confirmed
25212046,N27026957,24/05/2007,S,AEX,210000,0.049,31.9,10258.1,29/05/2007,Confirmed
25186575,N27018405,23/05/2007,S,AEX,200000,0.049,29.95,9770.05,28/05/2007,Confirmed
25194686,N27026794,23/05/2007,B,WMT,31000,0.32,29.95,9949.95,28/05/2007,Confirmed
