Confirmation Number,Order Number,Trade Date,Buy/ Sell,Security,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Confirmation Status
58250858,N67413887,18/03/2013,S,KDR,15000,0.68,31.61,10168.39,21/03/2013,Confirmed
58247170,N67410177,18/03/2013,B,KDR,15000,0.64,29.95,9629.95,21/03/2013,Confirmed
58250441,N67394341,18/03/2013,B,QMN,42519,0.041,0,1743.28,21/03/2013,Confirmed
58241486,N67401692,15/03/2013,S,KDR,16000,0.61,29.95,9730.05,20/03/2013,Confirmed
58245785,N67394341,15/03/2013,B,QMN,207481,0.039,29.95,8159.71,20/03/2013,Confirmed
58231931,N67390927,15/03/2013,S,PEX,15000,0.655,29.95,9795.05,20/03/2013,Confirmed
58231477,N67390348,15/03/2013,B,KDR,16000,0.62,29.95,9949.95,20/03/2013,Confirmed
58232493,N67387738,15/03/2013,B,BGS,620000,0.016,29.95,9949.95,20/03/2013,Confirmed
58230525,N67388474,15/03/2013,B,CGP,1200000,0.008,29.95,9629.95,20/03/2013,Confirmed
58224823,N67380003,14/03/2013,S,AZY,47000,0.21,29.95,9840.05,19/03/2013,Confirmed
58225134,N67379994,14/03/2013,S,RXL,105000,0.077,29.95,8055.05,19/03/2013,Confirmed
58221433,N67378065,14/03/2013,B,PEX,15000,0.65,29.95,9779.95,19/03/2013,Confirmed
58219848,N67376116,14/03/2013,S,CGP,1200000,0.008,29.95,9570.05,19/03/2013,Confirmed
58219381,N67374177,14/03/2013,B,CGP,1200000,0.008,29.95,9629.95,19/03/2013,Confirmed
58217490,N67373949,14/03/2013,S,CGP,1100000,0.011,36.42,11713.58,19/03/2013,Confirmed
58216076,N67372763,14/03/2013,B,CGP,1100000,0.009,29.95,9929.95,19/03/2013,Confirmed
58212602,N67365218,14/03/2013,B,AZY,47000,0.21,29.95,9899.95,19/03/2013,Confirmed
58206700,N67361460,13/03/2013,S,NVG,330000,0.03,29.95,9870.05,18/03/2013,Confirmed
58204527,N67359308,13/03/2013,S,AZY,48000,0.21,31.25,10048.75,18/03/2013,Confirmed
58204471,N67359287,13/03/2013,S,PEX,14000,0.7,29.95,9770.05,18/03/2013,Confirmed
58201853,N67355441,13/03/2013,B,NVG,330000,0.03,29.95,9929.95,18/03/2013,Confirmed
58202740,N67355007,13/03/2013,B,PEX,14000,0.695,29.95,9759.95,18/03/2013,Confirmed
58192825,N67345997,13/03/2013,B,RXL,105000,0.095,29.95,10004.95,18/03/2013,Confirmed
58193889,N67344766,13/03/2013,B,AZY,48000,0.205,29.95,9869.95,18/03/2013,Confirmed
58190732,N67344134,13/03/2013,S,KDRO,40000,0.295,36.58,11763.42,18/03/2013,Confirmed
58186708,N67338299,12/03/2013,B,KDRO,40000,0.245,29.95,9829.95,15/03/2013,Confirmed
58183251,N67334741,12/03/2013,S,KDRO,47000,0.19,29.95,8900.05,15/03/2013,Confirmed
58184125,N67334667,12/03/2013,S,AKK,430000,0.023,29.95,9860.05,15/03/2013,Confirmed
58182222,N67333558,12/03/2013,B,KDRO,47000,0.205,29.95,9664.95,15/03/2013,Confirmed
58175662,N67325771,12/03/2013,B,AKK,430000,0.023,29.95,9919.95,15/03/2013,Confirmed
58174864,N67324924,12/03/2013,S,PEX,16000,0.655,32.48,10447.52,15/03/2013,Confirmed
58166732,N67313426,11/03/2013,B,PEX,16000,0.605,29.95,9709.95,14/03/2013,Confirmed
58168388,N67305657,11/03/2013,S,KEY,550000,0.018,29.95,9870.05,14/03/2013,Confirmed
58158481,N67305592,11/03/2013,B,KEY,550000,0.018,29.95,9929.95,14/03/2013,Confirmed
58151424,N67295266,8/03/2013,S,CDY,210000,0.05,32.55,10467.45,14/03/2013,Confirmed
58148852,N67292953,8/03/2013,S,AKK,400000,0.023,29.95,9170.05,14/03/2013,Confirmed
58146002,N67289141,8/03/2013,B,CDY,210000,0.047,29.95,9899.95,14/03/2013,Confirmed
58137339,N67271703,8/03/2013,S,VOR,520000,0.019,29.95,9850.05,14/03/2013,Confirmed
58123379,N67261714,7/03/2013,B,AKK,400000,0.025,31,10031,13/03/2013,Confirmed
58119024,N67257647,7/03/2013,B,AKK,350000,0.028,29.95,9829.95,13/03/2013,Confirmed
58121292,N67256921,7/03/2013,B,VOR,520000,0.019,29.95,9909.95,13/03/2013,Confirmed
58116248,N67252392,6/03/2013,S,AZY,48000,0.2,29.95,9570.05,12/03/2013,Confirmed
58114484,N67250702,6/03/2013,S,CDY,280000,0.036,31.25,10048.75,12/03/2013,Confirmed
58116434,N67246983,6/03/2013,S,VOR,470000,0.019,29.95,8900.05,12/03/2013,Confirmed
58107092,N67238783,6/03/2013,B,AZY,48000,0.205,29.95,9869.95,12/03/2013,Confirmed
58108543,N67225345,6/03/2013,B,CDY,280000,0.035,29.95,9829.95,12/03/2013,Confirmed
58109053,N67221636,6/03/2013,B,VOR,470000,0.021,29.95,9899.95,12/03/2013,Confirmed
58093490,N67224047,5/03/2013,S,CDY,300000,0.038,35.34,11364.66,8/03/2013,Confirmed
58074417,N67206799,4/03/2013,S,AZY,55000,0.175,29.95,9595.05,7/03/2013,Confirmed
58064466,N67196206,4/03/2013,B,CDY,300000,0.033,29.95,9929.95,7/03/2013,Confirmed
58063917,N67195569,4/03/2013,S,RXL,120000,0.082,29.95,9810.05,7/03/2013,Confirmed
58062368,N67193641,4/03/2013,B,RXL,120000,0.083,29.95,9989.95,7/03/2013,Confirmed
58065435,N67193413,4/03/2013,B,AZY,55000,0.18,29.95,9929.95,7/03/2013,Confirmed
58061636,N67192795,4/03/2013,S,RXL,110000,0.085,29.95,9320.05,7/03/2013,Confirmed
58060644,N67190385,4/03/2013,B,RXL,110000,0.09,29.95,9929.95,7/03/2013,Confirmed
58055042,N67183593,1/03/2013,S,AZY,55000,0.185,31.54,10143.46,6/03/2013,Confirmed
58048295,N67166523,1/03/2013,B,AZY,55000,0.18,29.95,9929.95,6/03/2013,Confirmed
58036839,N67160446,28/02/2013,S,CDY,330000,0.032,32.64,10497.36,5/03/2013,Confirmed
58036873,N67158568,28/02/2013,S,AZS,88561,0.078,1.47,6906.29,5/03/2013,Confirmed
58035448,N67158568,28/02/2013,S,AZS,41439,0.078,29.95,3202.29,5/03/2013,Confirmed
58027384,N67151346,28/02/2013,B,CDY,330000,0.03,29.95,9929.95,5/03/2013,Confirmed
58026243,N67148467,28/02/2013,B,AZS,130000,0.075,29.95,9779.95,5/03/2013,Confirmed
58011939,N67132816,27/02/2013,S,AZY,58000,0.165,29.95,9540.05,4/03/2013,Confirmed
58001424,N67120780,27/02/2013,B,AZY,58000,0.17,29.95,9889.95,4/03/2013,Confirmed
57997234,N67114422,26/02/2013,S,AZY,58000,0.165,29.95,9540.05,1/03/2013,Confirmed
57991016,N67107009,26/02/2013,B,AZY,58000,0.17,29.95,9889.95,1/03/2013,Confirmed
57987422,N67102404,26/02/2013,S,VOR,330000,0.03,29.95,9870.05,1/03/2013,Confirmed
57986012,N67100760,26/02/2013,B,VOR,330000,0.03,29.95,9929.95,1/03/2013,Confirmed
57979387,N67092805,25/02/2013,S,VOR,470000,0.027,39.95,12850.05,28/02/2013,Confirmed
57970583,N67082592,25/02/2013,B,VOR,470000,0.021,29.95,9899.95,28/02/2013,Confirmed
57968022,N67079555,25/02/2013,S,AZS,120000,0.078,29.95,9330.05,28/02/2013,Confirmed
57967184,N67078713,25/02/2013,B,AZS,120000,0.081,29.95,9749.95,28/02/2013,Confirmed
57939472,N66967114,21/02/2013,S,RXL,110000,0.095,32.4,10417.6,26/02/2013,Confirmed
57864748,N66961579,18/02/2013,B,RXL,110000,0.09,29.95,9929.95,21/02/2013,Confirmed
57828296,N66917108,14/02/2013,S,NRU,300000,0.032,29.95,9570.05,19/02/2013,Confirmed
57816664,N66905089,14/02/2013,B,NRU,300000,0.033,29.95,9929.95,19/02/2013,Confirmed
57578871,N66623231,25/01/2013,S,AKKOA,500000,0.001,29.95,470.05,31/01/2013,Confirmed
57520259,N66555456,22/01/2013,B,AKKOA,500000,0.002,29.95,1029.95,25/01/2013,Confirmed
57513581,N66547651,21/01/2013,S,AZS,75000,0.065,29.95,4845.05,24/01/2013,Confirmed
57509605,N66542771,21/01/2013,B,AZS,75000,0.064,29.95,4829.95,24/01/2013,Confirmed
57407715,N66419932,10/01/2013,B,NRU,400000,0.04,49.6,16049.6,15/01/2013,Confirmed
57407410,N66416924,10/01/2013,S,RXL,190000,0.097,57.13,18372.87,15/01/2013,Confirmed
54772044,N63272497,23/04/2012,B,JKA,20000,0.225,29.95,4529.95,27/04/2012,Confirmed
54772025,N63272347,23/04/2012,B,SDL,12000,0.47,29.95,5669.95,27/04/2012,Confirmed
54754602,N63248993,19/04/2012,S,SDL,12000,0.47,29.95,5610.05,24/04/2012,Confirmed
54707171,N63192375,16/04/2012,B,JKA,25000,0.21,29.95,5279.95,19/04/2012,Confirmed
54272806,N62660653,6/03/2012,S,MNMOA,10000,0.077,29.95,740.05,9/03/2012,Confirmed
54284982,N62660448,6/03/2012,S,MNM,29700,0.12,0,3564,9/03/2012,Confirmed
54273017,N62660448,6/03/2012,S,MNM,300,0.12,29.95,6.05,9/03/2012,Confirmed
54254598,N62643212,5/03/2012,S,ADO,60000,0.079,29.95,4710.05,8/03/2012,Confirmed
54249957,N62622153,2/03/2012,B,ADO,60000,0.083,29.95,5009.95,7/03/2012,Confirmed
54230120,N62611449,1/03/2012,S,ADO,58000,0.083,29.95,4784.05,6/03/2012,Confirmed
54228067,N62607782,1/03/2012,B,ADO,58000,0.086,29.95,5017.95,6/03/2012,Confirmed
54222535,N62601419,1/03/2012,S,MNMOA,50000,0.095,29.95,4720.05,6/03/2012,Confirmed
54216232,N62594676,29/02/2012,B,MNMOA,50000,0.099,29.95,4979.95,5/03/2012,Confirmed
54181619,N62551685,27/02/2012,S,WHN,100000,0.052,29.95,5170.05,1/03/2012,Confirmed
54164911,N62531323,24/02/2012,B,WHN,100000,0.05,29.95,5029.95,29/02/2012,Confirmed
54161743,N62527319,24/02/2012,S,MAD,6000,0.8,29.95,4770.05,29/02/2012,Confirmed
54160417,N62525824,24/02/2012,B,MAD,6000,0.815,29.95,4919.95,29/02/2012,Confirmed
54024412,N62362279,14/02/2012,S,WHN,106000,0.046,29.95,4846.05,17/02/2012,Confirmed
54024998,N62362068,14/02/2012,B,EXE,24000,0.206,29.95,4969.75,17/02/2012,Confirmed
54006025,N62339060,10/02/2012,S,WFE,35000,0.15,29.95,5220.05,15/02/2012,Confirmed
53994492,N62325925,10/02/2012,B,WFE,35000,0.15,29.95,5279.95,15/02/2012,Confirmed
53994412,N62325855,10/02/2012,S,NMR,100000,0.047,29.95,4670.05,15/02/2012,Confirmed
53981408,N62309658,9/02/2012,B,NMR,100000,0.049,29.95,4929.95,14/02/2012,Confirmed
53867647,N62164871,30/01/2012,S,HAW,300000,0.013,29.95,3870.05,2/02/2012,Confirmed
53862989,N62163438,30/01/2012,B,HAW,300000,0.013,29.95,3929.95,2/02/2012,Confirmed
53813642,N62104404,24/01/2012,B,NMR,70000,0.057,29.95,4019.95,30/01/2012,Confirmed
53786576,N62058997,20/01/2012,S,MNM,46000,0.091,0,4186,25/01/2012,Confirmed
53778522,N62060846,19/01/2012,B,WHN,106000,0.047,29.95,5011.95,24/01/2012,Confirmed
53782109,N62058997,19/01/2012,S,MNM,10000,0.094,29.95,910.05,24/01/2012,Confirmed
53776628,N62058742,19/01/2012,S,NMR,90000,0.06,29.95,5370.05,24/01/2012,Confirmed
53771135,N62050511,19/01/2012,B,MNM,56000,0.089,29.95,5013.95,24/01/2012,Confirmed
53739006,N62011779,16/01/2012,S,BLT,250000,0.02,29.95,4970.05,19/01/2012,Confirmed
53722640,N61991014,13/01/2012,B,NMR,90000,0.054,29.95,4889.95,18/01/2012,Confirmed
53712603,N61977992,12/01/2012,B,BLT,250000,0.02,29.95,5029.95,17/01/2012,Confirmed
53707023,N61969403,12/01/2012,S,NMR,95000,0.052,29.95,4910.05,17/01/2012,Confirmed
53702938,N61966503,12/01/2012,S,EOC,17000,0.44,29.95,7450.05,17/01/2012,Confirmed
53700486,N61951043,11/01/2012,B,NMR,95000,0.052,29.95,4969.95,16/01/2012,Confirmed
53675084,N61931119,9/01/2012,S,NMR,100000,0.056,29.95,5570.05,12/01/2012,Confirmed
53662487,N61911977,6/01/2012,B,NMR,100000,0.05,29.95,5029.95,11/01/2012,Confirmed
53658774,N61906619,5/01/2012,S,ROBO,388889,0.009,0,3500,10/01/2012,Confirmed
53656599,N61906619,5/01/2012,S,ROBO,111111,0.009,29.95,970.05,10/01/2012,Confirmed
53655928,N61906417,5/01/2012,B,ROBO,500000,0.01,29.95,5029.95,10/01/2012,Confirmed
53322518,N61499987,30/11/2011,S,ADO,80000,0.072,29.95,5730.05,5/12/2011,Confirmed
53326117,N61503862,30/11/2011,B,ABU,65000,0.076,29.95,4969.95,5/12/2011,Confirmed
53299467,N61470695,28/11/2011,S,NMR,80000,0.041,29.95,3250.05,1/12/2011,Confirmed
53298041,N61469475,28/11/2011,B,NMR,80000,0.043,29.95,3469.95,1/12/2011,Confirmed
53208042,N61360913,21/11/2011,B,EOC,17000,0.405,29.95,6914.95,24/11/2011,Confirmed
53205451,N61357238,21/11/2011,S,NEU,240000,0.03,29.95,7170.05,24/11/2011,Confirmed
53137068,N61242572,14/11/2011,B,NEU,240000,0.025,29.95,6029.95,17/11/2011,Confirmed
53030747,N61136582,4/11/2011,B,GRM,400000,0.018,29.95,7229.95,9/11/2011,Confirmed
53016915,N61115754,3/11/2011,S,NEU,240000,0.03,29.95,7170.05,8/11/2011,Confirmed
52992568,N61087702,2/11/2011,B,NEU,240000,0.032,29.95,7709.95,7/11/2011,Confirmed
52981399,N61073789,1/11/2011,S,FML,150000,0.059,29.95,8820.05,4/11/2011,Confirmed
52970845,N61062123,31/10/2011,B,ADO,80000,0.062,29.95,4989.95,4/11/2011,Confirmed
52967567,N61058007,31/10/2011,S,WHNO,500000,0.02,31,9969,4/11/2011,Confirmed
52970954,N61062265,31/10/2011,B,WPG,43000,0.115,29.95,4974.95,4/11/2011,Confirmed
52964775,N61053636,31/10/2011,B,EOC,11000,0.375,29.95,4154.95,4/11/2011,Confirmed
52975843,N61064693,31/10/2011,B,CXY,220000,0.022,29.95,4869.95,4/11/2011,Confirmed
52972551,N61063941,31/10/2011,S,EOC,11000,0.385,29.95,4205.05,4/11/2011,Confirmed
52917529,N60996273,26/10/2011,B,AZY,22000,0.22,29.95,4869.95,31/10/2011,Confirmed
52906972,N60983703,26/10/2011,B,FML,150000,0.066,29.95,9929.95,31/10/2011,Confirmed
52901732,N60976784,25/10/2011,S,NEU,400000,0.029,35.96,11564.04,28/10/2011,Confirmed
52873575,N60942904,24/10/2011,B,NEU,400000,0.024,29.95,9629.95,27/10/2011,Confirmed
52869296,N60921668,21/10/2011,S,NDO,9032,0.045,29.95,376.49,26/10/2011,Confirmed
52870471,N60921668,21/10/2011,S,NDO,190968,0.045,0,8593.56,26/10/2011,Confirmed
52860698,N60925606,21/10/2011,S,ADO,75000,0.064,29.95,4770.05,26/10/2011,Confirmed
52852131,N60914653,20/10/2011,S,GNS,21000,0.285,29.95,5955.05,25/10/2011,Confirmed
52854170,N60914671,20/10/2011,B,ADO,75000,0.062,29.95,4679.95,25/10/2011,Confirmed
52847914,N60908848,20/10/2011,B,GNS,21000,0.285,29.95,6014.95,25/10/2011,Confirmed
52831059,N60889844,19/10/2011,B,NDO,200000,0.046,29.95,9229.95,24/10/2011,Confirmed
52831266,N60890249,19/10/2011,B,BCC,80000,0.074,29.95,5949.95,24/10/2011,Confirmed
52829857,N60888278,19/10/2011,S,GNS,17000,0.305,29.95,5155.05,24/10/2011,Confirmed
52831866,N60891110,19/10/2011,S,BCC,80000,0.072,29.95,5730.05,24/10/2011,Confirmed
52829854,N60887244,19/10/2011,B,GNS,17000,0.305,29.95,5214.95,24/10/2011,Confirmed
52811115,N60865198,18/10/2011,S,JKA,92000,0.175,49.91,16050.09,21/10/2011,Confirmed
52658880,N60672016,5/10/2011,B,WHNO,500000,0.014,29.95,7029.95,10/10/2011,Confirmed
52621822,N60624613,3/10/2011,S,GCN,218232,0.024,29.95,5207.62,6/10/2011,Confirmed
52633251,N60624613,3/10/2011,S,GCN,1768,0.024,0,42.43,6/10/2011,Confirmed
52609203,N60612037,30/09/2011,B,GCN,220000,0.024,29.95,5283.95,6/10/2011,Confirmed
52589338,N60585921,29/09/2011,S,SDL,19000,0.415,29.95,7855.05,5/10/2011,Confirmed
52550937,N60539946,27/09/2011,B,SDL,19000,0.405,29.95,7724.95,30/09/2011,Confirmed
52523384,N60505529,26/09/2011,S,WHN,165000,0.047,29.95,7725.05,29/09/2011,Confirmed
52460911,N60314766,22/09/2011,B,WHN,165000,0.046,29.95,7619.95,27/09/2011,Confirmed
52357789,N60217114,14/09/2011,B,WHN,135000,0.056,29.95,7589.95,19/09/2011,Confirmed
52360866,N60309017,14/09/2011,S,WHN,135000,0.056,29.95,7530.05,19/09/2011,Confirmed
52288005,N60216778,8/09/2011,S,WHN,135000,0.057,29.95,7665.05,13/09/2011,Confirmed
52276673,N60200679,7/09/2011,S,WHN,140000,0.05,29.95,6970.05,12/09/2011,Confirmed
52278943,N60203319,7/09/2011,B,WHN,135000,0.051,29.95,6914.95,12/09/2011,Confirmed
51920987,N59743183,12/08/2011,B,JKA,54000,0.096,29.95,5186.94,17/08/2011,Confirmed
51922760,N59742617,12/08/2011,S,GOLD,30,165.41,29.95,4932.35,17/08/2011,Confirmed
51858512,N59660344,10/08/2011,B,GOLD,30,163.094,29.95,4922.77,15/08/2011,Confirmed
51847811,N59654591,10/08/2011,B,SDL,21000,0.47,29.95,9899.95,15/08/2011,Confirmed
51850097,N59658482,10/08/2011,S,GOLD,34,165.35,29.95,5591.95,15/08/2011,Confirmed
51823091,N59608543,9/08/2011,B,SDL,24000,0.42,31.25,10111.25,12/08/2011,Confirmed
51835602,N59630486,9/08/2011,S,SDL,24000,0.44,32.74,10527.26,12/08/2011,Confirmed
51632554,N59391678,4/08/2011,B,JKA,38000,0.105,29.95,4019.95,9/08/2011,Confirmed
51611832,N59364837,3/08/2011,B,CGM,50000,0.083,29.95,4179.95,8/08/2011,Confirmed
51614599,N59366515,3/08/2011,S,CGM,50000,0.077,29.95,3820.05,8/08/2011,Confirmed
51580978,N59329465,1/08/2011,S,AKI,11000,0.365,29.95,3985.05,4/08/2011,Confirmed
51573387,N59318993,1/08/2011,B,AKI,11000,0.36,29.95,3989.95,4/08/2011,Confirmed
51547094,N59289566,29/07/2011,B,TVN,75000,0.067,29.95,5054.95,4/08/2011,Confirmed
51553756,N59295992,29/07/2011,B,TVN,82000,0.06,29.95,4949.95,4/08/2011,Confirmed
51550797,N59291998,29/07/2011,S,TVN,75000,0.062,29.95,4620.05,4/08/2011,Confirmed
51554812,N59297070,29/07/2011,S,TVN,82000,0.06,29.95,4890.05,4/08/2011,Confirmed
51525767,N59263599,28/07/2011,S,AKI,15000,0.33,29.95,4920.05,3/08/2011,Confirmed
51506937,N59242130,27/07/2011,B,AKI,15000,0.335,29.95,5054.95,2/08/2011,Confirmed
51493487,N59222437,26/07/2011,S,CGM,70000,0.079,29.95,5500.05,29/07/2011,Confirmed
51498879,N59231394,26/07/2011,S,CGM,60000,0.084,29.95,5010.05,29/07/2011,Confirmed
51494361,N59225571,26/07/2011,B,CGM,65000,0.078,29.95,5099.95,29/07/2011,Confirmed
51496593,N59228141,26/07/2011,B,CGM,60000,0.082,29.95,4949.95,29/07/2011,Confirmed
51495625,N59227303,26/07/2011,S,CGM,65000,0.08,29.95,5170.05,29/07/2011,Confirmed
51480206,N59208965,25/07/2011,B,CGM,70000,0.07,29.95,4929.95,28/07/2011,Confirmed
51467868,N59193216,22/07/2011,S,AKI,14000,0.34,29.95,4730.05,27/07/2011,Confirmed
51455078,N59176774,22/07/2011,B,AKI,14000,0.34,29.95,4789.95,27/07/2011,Confirmed
51449788,N59170298,21/07/2011,S,CGM,85000,0.059,29.95,4985.05,26/07/2011,Confirmed
51438838,N59156063,21/07/2011,S,SDL,9000,0.535,29.95,4785.05,26/07/2011,Confirmed
51443243,N59162476,21/07/2011,B,WHN,140000,0.035,29.95,4929.95,26/07/2011,Confirmed
51437755,N59155582,21/07/2011,B,SDL,9000,0.53,29.95,4799.95,26/07/2011,Confirmed
51432755,N59148773,20/07/2011,S,JKA,40000,0.13,29.95,5170.05,25/07/2011,Confirmed
51426017,N59141298,20/07/2011,S,MMR,27000,0.185,29.95,4965.05,25/07/2011,Confirmed
51431174,N59147330,20/07/2011,S,TVN,70000,0.067,29.95,4660.05,25/07/2011,Confirmed
51428835,N59144803,20/07/2011,B,TVN,70000,0.071,29.95,4999.95,25/07/2011,Confirmed
51424468,N59132621,20/07/2011,B,MMR,27000,0.185,29.95,5024.95,25/07/2011,Confirmed
51421389,N59135430,20/07/2011,B,JKA,40000,0.125,29.95,5029.95,25/07/2011,Confirmed
51425069,N59137791,20/07/2011,S,AKI,17000,0.315,29.95,5325.05,25/07/2011,Confirmed
51411952,N59122920,19/07/2011,S,EGO,150000,0.03,29.95,4470.05,22/07/2011,Confirmed
51401381,N59109744,19/07/2011,B,AKI,17000,0.295,29.95,5044.95,22/07/2011,Confirmed
51407237,N59117362,19/07/2011,B,EGO,150000,0.032,29.95,4829.95,22/07/2011,Confirmed
51390275,N59096552,18/07/2011,S,SDL,11000,0.475,29.95,5195.05,21/07/2011,Confirmed
51388658,N59094261,18/07/2011,B,TVN,75000,0.066,29.95,4979.95,21/07/2011,Confirmed
51390451,N59096770,18/07/2011,S,TVN,75000,0.062,29.95,4620.05,21/07/2011,Confirmed
51387236,N59092449,18/07/2011,B,SDL,11000,0.465,29.95,5144.95,21/07/2011,Confirmed
51375454,N59077164,15/07/2011,B,CGM,83000,0.06,29.95,5009.95,20/07/2011,Confirmed
51364815,N59065714,15/07/2011,S,CEO,43000,0.105,29.95,4485.05,20/07/2011,Confirmed
51364281,N59065223,15/07/2011,B,CEO,43000,0.115,29.95,4974.95,20/07/2011,Confirmed
51377659,N59079711,15/07/2011,S,CGM,83000,0.061,29.95,5033.05,20/07/2011,Confirmed
51346284,N59044148,14/07/2011,S,MMR,24000,0.19,29.95,4530.05,19/07/2011,Confirmed
51351531,N59050648,14/07/2011,S,ADO,60000,0.084,29.95,4999.24,19/07/2011,Confirmed
51349564,N59047752,14/07/2011,B,NAE,30000,0.17,29.95,5129.95,19/07/2011,Confirmed
51354244,N59053314,14/07/2011,B,ADO,58000,0.085,29.95,4959.95,19/07/2011,Confirmed
51326662,N59019322,13/07/2011,B,ADO,60000,0.081,29.95,4889.95,18/07/2011,Confirmed
51333520,N59021335,13/07/2011,B,CGM,85000,0.058,29.95,4959.95,18/07/2011,Confirmed
51302765,N58992745,12/07/2011,S,MMR,20000,0.215,29.95,4270.05,15/07/2011,Confirmed
51310248,N58998983,12/07/2011,B,MMR,24000,0.21,29.95,5069.95,15/07/2011,Confirmed
51302129,N58992707,12/07/2011,S,AKI,18000,0.265,29.95,4740.05,15/07/2011,Confirmed
51292282,N58979840,11/07/2011,B,AKI,18000,0.275,29.95,4979.95,14/07/2011,Confirmed
51300677,N58983113,11/07/2011,B,MMR,20000,0.22,29.95,4429.95,14/07/2011,Confirmed
51288620,N58975238,11/07/2011,S,MMR,25000,0.23,29.95,5720.05,14/07/2011,Confirmed
51298969,N58987730,11/07/2011,S,CGM,70000,0.066,29.95,4590.05,14/07/2011,Confirmed
51293227,N58978760,11/07/2011,B,CGM,70000,0.071,29.95,4999.95,14/07/2011,Confirmed
51292132,N58979565,11/07/2011,S,NDO,65000,0.077,29.95,4975.05,14/07/2011,Confirmed
51295140,N58983507,11/07/2011,B,CEO,28000,0.175,29.95,4929.95,14/07/2011,Confirmed
51289560,N58976263,11/07/2011,B,KIK,380000,0.013,29.95,4969.95,14/07/2011,Confirmed
51286563,N58971647,11/07/2011,B,NRU,55000,0.092,29.95,5089.95,14/07/2011,Confirmed
51296541,N58985076,11/07/2011,S,CEO,28000,0.165,29.95,4590.05,14/07/2011,Confirmed
51290321,N58977250,11/07/2011,B,NDO,65000,0.076,29.95,4969.95,14/07/2011,Confirmed
51287884,N58974524,11/07/2011,S,CGM,70000,0.073,29.95,5080.05,14/07/2011,Confirmed
51287760,N58974394,11/07/2011,S,NRU,55000,0.089,29.95,4865.05,14/07/2011,Confirmed
51290632,N58977731,11/07/2011,S,KIK,380000,0.014,29.95,5290.05,14/07/2011,Confirmed
51282299,N58966106,8/07/2011,S,NRU,55000,0.09,29.95,4920.05,13/07/2011,Confirmed
51280811,N58964210,8/07/2011,B,CGM,70000,0.07,29.95,4929.95,13/07/2011,Confirmed
51281482,N58965429,8/07/2011,B,MMR,25000,0.195,29.95,4904.95,13/07/2011,Confirmed
51280348,N58962487,8/07/2011,S,MMR,30000,0.185,29.95,5520.05,13/07/2011,Confirmed
51273201,N58954577,8/07/2011,S,CEO,34000,0.155,29.95,5240.05,13/07/2011,Confirmed
51272300,N58954352,8/07/2011,S,NDO,70000,0.07,29.95,4870.05,13/07/2011,Confirmed
51277092,N58960486,8/07/2011,B,NRU,55000,0.089,29.95,4924.95,13/07/2011,Confirmed
51265701,N58946429,8/07/2011,B,CEO,34000,0.155,29.95,5299.95,13/07/2011,Confirmed
51268337,N58949441,8/07/2011,B,NDO,70000,0.07,29.95,4929.95,13/07/2011,Confirmed
51267278,N58945933,8/07/2011,B,MMR,30000,0.17,29.95,5129.95,13/07/2011,Confirmed
51261628,N58940408,7/07/2011,S,CEO,34000,0.155,29.95,5240.05,12/07/2011,Confirmed
51246042,N58919579,6/07/2011,B,CEO,34000,0.145,29.95,4959.95,11/07/2011,Confirmed
51240131,N58912766,6/07/2011,B,ARM,19000,0.255,29.95,4874.95,11/07/2011,Confirmed
51240947,N58913256,6/07/2011,S,ARM,19000,0.245,29.95,4625.05,11/07/2011,Confirmed
51227937,N58897039,5/07/2011,B,NDO,78000,0.064,29.95,5021.95,8/07/2011,Confirmed
51222402,N58890703,5/07/2011,S,NDO,70000,0.07,29.95,4870.05,8/07/2011,Confirmed
51231777,N58902348,5/07/2011,S,NDO,76000,0.063,29.95,4758.05,8/07/2011,Confirmed
51228820,N58898620,5/07/2011,S,NDO,78000,0.066,29.95,5118.05,8/07/2011,Confirmed
51231600,N58902168,5/07/2011,B,NDO,76000,0.065,29.95,4969.95,8/07/2011,Confirmed
51219272,N58885811,4/07/2011,B,NDO,70000,0.071,29.95,4999.95,7/07/2011,Confirmed
51218744,N58885247,4/07/2011,S,NDO,81000,0.064,29.95,5154.05,7/07/2011,Confirmed
51218482,N58884942,4/07/2011,B,NDO,81000,0.061,29.95,4970.95,7/07/2011,Confirmed
51164401,N58816821,30/06/2011,B,CXY,240000,0.02,29.95,4829.95,5/07/2011,Confirmed
51172530,N58828632,30/06/2011,S,CXY,240000,0.02,29.95,4770.05,5/07/2011,Confirmed
51175471,N58831722,30/06/2011,S,ADO,68000,0.071,29.95,4798.05,5/07/2011,Confirmed
51159046,N58814854,30/06/2011,B,ADO,68000,0.073,29.95,4993.95,5/07/2011,Confirmed
51121333,N58770410,28/06/2011,B,AYN,62000,0.08,29.95,4989.95,1/07/2011,Confirmed
51124531,N58772133,28/06/2011,S,AYN,62000,0.08,29.95,4930.05,1/07/2011,Confirmed
51135634,N58783828,28/06/2011,S,ADO,67000,0.073,29.95,4861.05,1/07/2011,Confirmed
51101117,N58746445,27/06/2011,B,ADO,67000,0.074,29.95,4987.95,30/06/2011,Confirmed
51081450,N58724315,24/06/2011,B,CKA,6600,0.755,29.95,5012.95,29/06/2011,Confirmed
51083221,N58726441,24/06/2011,S,CKA,6600,0.751,29.95,4926.13,29/06/2011,Confirmed
